timestamp,transaction_id,user_id,amount,user_score,predicted,label,components,merchant,payment_method,location,implied_speed_kmh
2025-11-20T23:47:42.414808,TXN1763662662409232,U1088,12082.68,7.025,0,1,amount_deviation:2.0;frequency:1.5;fraud_history:0.0;location_time:2.0;behavior_fit:1.0;merchant_risk:0.4;payment_risk:0.125,GoAir,NetBanking,Delhi,508420.0
2025-11-20T23:47:43.417812,TXN176366266341192,U1002,25722.41,8.45,0,1,amount_deviation:2.0;frequency:1.5;fraud_history:0.8;location_time:2.0;behavior_fit:1.0;merchant_risk:0.9;payment_risk:0.25,Rolex Shop,EMI,Singapore,237795.1
2025-11-20T23:47:46.422987,TXN1763662666416394,U1109,23411.3,7.1,0,1,amount_deviation:2.0;frequency:1.5;fraud_history:0.0;location_time:2.0;behavior_fit:1.0;merchant_risk:0.3;payment_risk:0.3,Canva,COD,Mumbai,148501.2
2025-11-20T23:47:47.424643,TXN1763662667418798,U1114,22723.58,7.869,0,1,amount_deviation:2.0;frequency:1.469;fraud_history:0.0;location_time:2.0;behavior_fit:1.0;merchant_risk:0.9;payment_risk:0.5,Tanishq,New Wallet,Mumbai,1504561.9
2025-11-20T23:48:20.484104,TXN1763662700476801,U1013,25440.04,7.9,0,1,amount_deviation:2.0;frequency:1.5;fraud_history:0.0;location_time:2.0;behavior_fit:1.0;merchant_risk:0.9;payment_risk:0.5,TAG Heuer,New Wallet,London,668426.7
2025-11-20T23:48:21.487762,TXN1763662701480225,U1060,25381.98,7.05,0,1,amount_deviation:2.0;frequency:1.5;fraud_history:0.0;location_time:2.0;behavior_fit:1.0;merchant_risk:0.05;payment_risk:0.5,BSNL,New Wallet,Pune,176603.1
2025-11-20T23:48:26.494555,TXN1763662706489349,U1005,3225.51,7.1,0,1,amount_deviation:2.0;frequency:1.5;fraud_history:0.0;location_time:2.0;behavior_fit:1.0;merchant_risk:0.1;payment_risk:0.5,Spencer's,New Wallet,Ahmedabad,821226.9
2025-11-20T23:48:29.500525,TXN1763662709494229,U1116,11522.38,7.2,0,1,amount_deviation:2.0;frequency:1.5;fraud_history:0.0;location_time:2.0;behavior_fit:1.0;merchant_risk:0.2;payment_risk:0.5,Fortis,New Wallet,Hyderabad,1554930.9
2025-11-20T23:48:44.523514,TXN1763662724520839,U1013,24574.49,7.65,0,1,amount_deviation:2.0;frequency:1.5;fraud_history:0.0;location_time:2.0;behavior_fit:1.0;merchant_risk:0.9;payment_risk:0.25,Gucci Store,EMI,New York,834025.7
2025-11-20T23:48:48.538519,TXN1763662728530878,U1101,2542.29,7.135,0,1,amount_deviation:2.0;frequency:1.485;fraud_history:0.0;location_time:2.0;behavior_fit:1.0;merchant_risk:0.15;payment_risk:0.5,Netflix,New Wallet,Mumbai,1504561.9
2025-11-20T23:49:13.580068,TXN1763662753572155,U1059,34731.56,7.1,0,1,amount_deviation:2.0;frequency:1.5;fraud_history:0.0;location_time:2.0;behavior_fit:1.0;merchant_risk:0.4;payment_risk:0.2,OYO,UPI,London,6567.4
2025-11-20T23:49:24.602898,TXN1763662764595633,U1040,20587.12,7.0,0,1,amount_deviation:2.0;frequency:1.5;fraud_history:0.0;location_time:2.0;behavior_fit:1.0;merchant_risk:0.2;payment_risk:0.3,Barbeque Nation,COD,Singapore,251998.8
2025-11-20T23:49:54.656498,TXN1763662794650105,U1117,19717.41,7.15,0,1,amount_deviation:2.0;frequency:1.5;fraud_history:0.0;location_time:2.0;behavior_fit:1.0;merchant_risk:0.15;payment_risk:0.5,Netflix,New Wallet,Kolkata,1529482.0
2025-11-20T23:50:09.466990,TXN1763662808114172,U1063,8273.23,7.05,1,1,amount_deviation:2.0;frequency:1.5;fraud_history:0.0;location_time:2.0;behavior_fit:1.0;merchant_risk:0.05;payment_risk:0.5,Reliance Jio,New Wallet,Paris,41226.7
2025-11-20T23:50:16.129190,TXN1763662816125313,U1113,22054.13,7.1,1,1,amount_deviation:2.0;frequency:1.5;fraud_history:0.0;location_time:2.0;behavior_fit:1.0;merchant_risk:0.1;payment_risk:0.5,BigBasket,New Wallet,Delhi,803617.3
2025-11-20T23:50:27.145457,TXN1763662827142457,U1058,628.76,7.05,1,1,amount_deviation:2.0;frequency:1.5;fraud_history:0.0;location_time:2.0;behavior_fit:1.0;merchant_risk:0.05;payment_risk:0.5,Reliance Jio,New Wallet,Paris,41226.7
2025-11-20T23:50:40.172870,TXN176366284016496,U1030,37328.13,7.05,0,1,amount_deviation:2.0;frequency:1.5;fraud_history:0.0;location_time:2.0;behavior_fit:1.0;merchant_risk:0.05;payment_risk:0.5,Reliance Jio,New Wallet,Mumbai,863003.6
2025-11-20T23:51:11.215061,TXN1763662871208805,U1029,7308.89,7.4,1,1,amount_deviation:2.0;frequency:1.5;fraud_history:0.0;location_time:2.0;behavior_fit:1.0;merchant_risk:0.4;payment_risk:0.5,IRCTC,New Wallet,Ahmedabad,1455712.7
2025-11-20T23:51:29.241255,TXN1763662889233289,U1076,654.78,7.15,1,1,amount_deviation:2.0;frequency:1.5;fraud_history:0.0;location_time:2.0;behavior_fit:1.0;merchant_risk:0.15;payment_risk:0.5,Prime Video,New Wallet,Delhi,803617.3
2025-11-20T23:51:35.250786,TXN1763662895243445,U1036,23739.81,7.3,1,1,amount_deviation:2.0;frequency:1.5;fraud_history:0.0;location_time:2.0;behavior_fit:1.0;merchant_risk:0.3;payment_risk:0.5,Slack,New Wallet,Paris,1102043.7
2025-11-20T23:51:37.251781,TXN176366289724562,U1083,6572.15,7.4,1,1,amount_deviation:2.0;frequency:1.5;fraud_history:0.0;location_time:2.0;behavior_fit:1.0;merchant_risk:0.4;payment_risk:0.5,IRCTC,New Wallet,Ahmedabad,821226.9
2025-11-20T23:51:41.257868,TXN1763662901252840,U1043,27330.54,7.05,1,1,amount_deviation:2.0;frequency:1.5;fraud_history:0.0;location_time:2.0;behavior_fit:1.0;merchant_risk:0.05;payment_risk:0.5,BSES,New Wallet,London,668426.7
2025-11-20T23:52:19.321701,TXN1763662939317189,U1054,44127.11,7.4,1,1,amount_deviation:2.0;frequency:1.5;fraud_history:0.0;location_time:2.0;behavior_fit:1.0;merchant_risk:0.4;payment_risk:0.5,IRCTC,New Wallet,Hyderabad,926622.6
2025-11-20T23:52:21.325338,TXN1763662941319627,U1090,41632.15,7.1,1,1,amount_deviation:2.0;frequency:1.5;fraud_history:0.0;location_time:2.0;behavior_fit:1.0;merchant_risk:0.3;payment_risk:0.3,Slack,COD,Mumbai,812607.8
2025-11-20T23:52:37.355504,TXN1763662957347420,U1057,27326.82,7.05,1,1,amount_deviation:2.0;frequency:1.5;fraud_history:0.0;location_time:2.0;behavior_fit:1.0;merchant_risk:0.05;payment_risk:0.5,BSNL,New Wallet,Ahmedabad,1455712.7
2025-11-20T23:53:11.412015,TXN1763662991404729,U1095,20606.77,6.9,1,0,amount_deviation:2.0;frequency:1.5;fraud_history:0.0;location_time:2.0;behavior_fit:1.0;merchant_risk:0.2;payment_risk:0.2,Fortis,UPI,Chennai,368866.4
2025-11-20T23:53:22.428450,TXN176366300242335,U1045,10394.05,7.4,1,1,amount_deviation:2.0;frequency:1.5;fraud_history:0.0;location_time:2.0;behavior_fit:1.0;merchant_risk:0.4;payment_risk:0.5,RedBus,New Wallet,Singapore,1839899.8
2025-11-20T23:53:23.430447,TXN1763663003424477,U1069,6076.0,7.9,1,1,amount_deviation:2.0;frequency:1.5;fraud_history:0.0;location_time:2.0;behavior_fit:1.0;merchant_risk:0.9;payment_risk:0.5,Louis Vuitton,New Wallet,Mumbai,1504561.9
2025-11-20T23:53:28.442236,TXN176366300843315,U1038,6163.95,7.2,1,1,amount_deviation:2.0;frequency:1.5;fraud_history:0.0;location_time:2.0;behavior_fit:1.0;merchant_risk:0.2;payment_risk:0.5,Zomato,New Wallet,Kolkata,1529482.0
2025-11-20T23:53:39.457446,TXN1763663019451918,U1113,27003.95,7.3,1,1,amount_deviation:2.0;frequency:1.5;fraud_history:0.0;location_time:2.0;behavior_fit:1.0;merchant_risk:0.3;payment_risk:0.5,Slack,New Wallet,New York,668426.7
2025-11-20T23:53:50.476928,TXN1763663030468738,U1078,1245.48,7.525,1,1,amount_deviation:2.0;frequency:1.5;fraud_history:0.0;location_time:2.0;behavior_fit:1.0;merchant_risk:0.9;payment_risk:0.125,Gucci Store,NetBanking,Singapore,374372.8
2025-11-20T23:53:54.479133,TXN1763663034475841,U1059,25706.5,6.9,1,0,amount_deviation:2.0;frequency:1.5;fraud_history:0.0;location_time:2.0;behavior_fit:1.0;merchant_risk:0.3;payment_risk:0.1,Canva,Familiar Card,Delhi,1205720.6
2025-11-20T23:53:55.484300,TXN176366303547765,U1057,14820.69,7.4,1,1,amount_deviation:2.0;frequency:1.5;fraud_history:0.0;location_time:2.0;behavior_fit:1.0;merchant_risk:0.4;payment_risk:0.5,MakeMyTrip,New Wallet,Mumbai,863003.6
2025-11-20T23:54:08.508991,TXN1763663048500383,U1048,21529.0,7.4,1,1,amount_deviation:2.0;frequency:1.5;fraud_history:0.0;location_time:2.0;behavior_fit:1.0;merchant_risk:0.4;payment_risk:0.5,GoAir,New Wallet,Pune,1516701.1
2025-11-20T23:54:09.508182,TXN1763663049502114,U1057,11618.18,7.4,1,1,amount_deviation:2.0;frequency:1.5;fraud_history:0.0;location_time:2.0;behavior_fit:1.0;merchant_risk:0.4;payment_risk:0.5,OYO,New Wallet,Hyderabad,926622.6
2025-11-20T23:54:10.511150,TXN176366305050489,U1057,19035.65,7.4,1,1,amount_deviation:2.0;frequency:1.5;fraud_history:0.0;location_time:2.0;behavior_fit:1.0;merchant_risk:0.4;payment_risk:0.5,MakeMyTrip,New Wallet,New York,668426.7
2025-11-20T23:54:34.541157,TXN1763663074538412,U1096,11726.56,7.185,1,1,amount_deviation:2.0;frequency:1.485;fraud_history:0.0;location_time:2.0;behavior_fit:1.0;merchant_risk:0.2;payment_risk:0.5,Max Healthcare,New Wallet,Delhi,803617.3
2025-11-20T23:55:03.593602,TXN1763663103586506,U1019,23796.61,6.9,1,0,amount_deviation:2.0;frequency:1.5;fraud_history:0.0;location_time:2.0;behavior_fit:1.0;merchant_risk:0.2;payment_risk:0.2,Biryani Blues,UPI,Singapore,70142.4
2025-11-20T23:55:27.629594,TXN1763663127623529,U1029,10438.78,7.2,1,1,amount_deviation:2.0;frequency:1.5;fraud_history:0.0;location_time:2.0;behavior_fit:1.0;merchant_risk:0.2;payment_risk:0.5,Apollo Pharmacy,New Wallet,London,506825.0
2025-11-20T23:55:28.630473,TXN1763663128624958,U1070,38021.21,7.4,1,1,amount_deviation:2.0;frequency:1.5;fraud_history:0.0;location_time:2.0;behavior_fit:1.0;merchant_risk:0.4;payment_risk:0.5,Radisson,New Wallet,Ahmedabad,1455712.7
2025-11-20T23:55:48.657924,TXN1763663148655204,U1095,8917.6,7.9,1,1,amount_deviation:2.0;frequency:1.5;fraud_history:0.0;location_time:2.0;behavior_fit:1.0;merchant_risk:0.9;payment_risk:0.5,Tanishq,New Wallet,Kolkata,1529482.0
2025-11-20T23:55:49.660508,TXN1763663149655663,U1054,67876.06,7.025,1,1,amount_deviation:2.0;frequency:1.5;fraud_history:0.0;location_time:2.0;behavior_fit:1.0;merchant_risk:0.4;payment_risk:0.125,RedBus,NetBanking,New York,2695165.8
2025-11-20T23:56:20.712012,TXN1763663180706619,U1078,2267.79,7.15,1,1,amount_deviation:2.0;frequency:1.5;fraud_history:0.0;location_time:2.0;behavior_fit:1.0;merchant_risk:0.15;payment_risk:0.5,Netflix,New Wallet,Bangalore,75806.1
2025-11-20T23:56:35.731155,TXN1763663195726117,U1119,21883.7,7.9,1,1,amount_deviation:2.0;frequency:1.5;fraud_history:0.0;location_time:2.0;behavior_fit:1.0;merchant_risk:0.9;payment_risk:0.5,Gucci Store,New Wallet,London,52022.8
2025-11-20T23:56:38.738415,TXN1763663198730121,U1116,16966.93,7.0,1,1,amount_deviation:2.0;frequency:1.5;fraud_history:0.0;location_time:2.0;behavior_fit:1.0;merchant_risk:0.3;payment_risk:0.2,Canva,UPI,London,974869.2
2025-11-20T23:56:55.764081,TXN1763663215759893,U1011,992.66,7.1,1,1,amount_deviation:2.0;frequency:1.5;fraud_history:0.0;location_time:2.0;behavior_fit:1.0;merchant_risk:0.1;payment_risk:0.5,Spencer's,New Wallet,Ahmedabad,1455712.7
2025-11-20T23:57:00.774182,TXN1763663220767911,U1041,25720.52,7.9,1,1,amount_deviation:2.0;frequency:1.5;fraud_history:0.0;location_time:2.0;behavior_fit:1.0;merchant_risk:0.9;payment_risk:0.5,Louis Vuitton,New Wallet,Bangalore,1604158.0
2025-11-20T23:57:18.805554,TXN176366323879792,U1119,14548.11,7.3,1,1,amount_deviation:2.0;frequency:1.5;fraud_history:0.0;location_time:2.0;behavior_fit:1.0;merchant_risk:0.3;payment_risk:0.5,Slack,New Wallet,Delhi,1408980.4
2025-11-20T23:57:19.808574,TXN1763663239799906,U1085,13918.38,7.2,1,1,amount_deviation:2.0;frequency:1.5;fraud_history:0.0;location_time:2.0;behavior_fit:1.0;merchant_risk:0.2;payment_risk:0.5,The Fatty Bao,New Wallet,Pune,1516701.1
2025-11-20T23:57:20.806105,TXN1763663240800662,U1078,738.97,7.2,1,1,amount_deviation:2.0;frequency:1.5;fraud_history:0.0;location_time:2.0;behavior_fit:1.0;merchant_risk:0.2;payment_risk:0.5,Max Healthcare,New Wallet,Hyderabad,926622.6
2025-11-20T23:57:37.832390,TXN1763663257825105,U1107,1348.29,7.2,1,1,amount_deviation:2.0;frequency:1.5;fraud_history:0.0;location_time:2.0;behavior_fit:1.0;merchant_risk:0.2;payment_risk:0.5,Swiggy,New Wallet,Ahmedabad,821226.9
2025-11-20T23:57:38.830608,TXN1763663258827465,U1068,15796.97,7.15,1,1,amount_deviation:2.0;frequency:1.5;fraud_history:0.0;location_time:2.0;behavior_fit:1.0;merchant_risk:0.15;payment_risk:0.5,Steam,New Wallet,Pune,876719.9
2025-11-20T23:58:12.882818,TXN176366329287896,U1117,45034.37,7.4,1,1,amount_deviation:2.0;frequency:1.5;fraud_history:0.0;location_time:2.0;behavior_fit:1.0;merchant_risk:0.4;payment_risk:0.5,Radisson,New Wallet,Ahmedabad,1455712.7
2025-11-20T23:58:21.895527,TXN1763663301891715,U1085,9570.62,7.2,1,1,amount_deviation:2.0;frequency:1.5;fraud_history:0.0;location_time:2.0;behavior_fit:1.0;merchant_risk:0.2;payment_risk:0.5,Barbeque Nation,New Wallet,Bangalore,964218.9
2025-11-20T23:58:26.906152,TXN1763663306899158,U1075,42840.78,7.4,1,1,amount_deviation:2.0;frequency:1.5;fraud_history:0.0;location_time:2.0;behavior_fit:1.0;merchant_risk:0.4;payment_risk:0.5,RedBus,New Wallet,Bangalore,174952.9
2025-11-20T23:58:34.922985,TXN1763663314915647,U1117,17596.26,7.0,1,1,amount_deviation:2.0;frequency:1.5;fraud_history:0.0;location_time:2.0;behavior_fit:1.0;merchant_risk:0.2;payment_risk:0.3,Barbeque Nation,COD,New York,1981703.2
2025-11-20T23:58:56.961896,TXN1763663336956834,U1072,23511.9,7.2,1,1,amount_deviation:2.0;frequency:1.5;fraud_history:0.0;location_time:2.0;behavior_fit:1.0;merchant_risk:0.2;payment_risk:0.5,1mg,New Wallet,Mumbai,1504561.9
2025-11-20T23:58:59.966652,TXN1763663339960829,U1029,16544.44,7.1,1,1,amount_deviation:2.0;frequency:1.5;fraud_history:0.0;location_time:2.0;behavior_fit:1.0;merchant_risk:0.4;payment_risk:0.2,RedBus,UPI,Chennai,34003.6
2025-11-20T23:59:02.973282,TXN1763663342965533,U1037,7628.25,6.9,1,0,amount_deviation:2.0;frequency:1.5;fraud_history:0.0;location_time:2.0;behavior_fit:1.0;merchant_risk:0.1;payment_risk:0.3,BigBasket,COD,Mumbai,12591948.8
2025-11-20T23:59:09.985621,TXN1763663349978131,U1117,27867.61,7.2,1,1,amount_deviation:2.0;frequency:1.5;fraud_history:0.0;location_time:2.0;behavior_fit:1.0;merchant_risk:0.2;payment_risk:0.5,Barbeque Nation,New Wallet,Singapore,1301741.4
2025-11-20T23:59:31.021367,TXN1763663371014281,U1037,5214.47,7.3,1,1,amount_deviation:2.0;frequency:1.5;fraud_history:0.0;location_time:2.0;behavior_fit:1.0;merchant_risk:0.3;payment_risk:0.5,Github,New Wallet,Mumbai,1504561.9
2025-11-21T00:00:16.103744,TXN1763663416094259,U1005,2943.44,7.1,1,1,amount_deviation:2.0;frequency:1.5;fraud_history:0.0;location_time:2.0;behavior_fit:1.0;merchant_risk:0.1;payment_risk:0.5,Spencer's,New Wallet,Ahmedabad,821226.9
2025-11-21T00:00:21.112223,TXN1763663421104460,U1064,39976.33,7.4,1,1,amount_deviation:2.0;frequency:1.5;fraud_history:0.0;location_time:2.0;behavior_fit:1.0;merchant_risk:0.4;payment_risk:0.5,IRCTC,New Wallet,Singapore,1839899.8
2025-11-21T00:00:35.133921,TXN1763663435126618,U1022,11553.03,7.2,1,1,amount_deviation:2.0;frequency:1.5;fraud_history:0.0;location_time:2.0;behavior_fit:1.0;merchant_risk:0.2;payment_risk:0.5,Fortis,New Wallet,Pune,876719.9
2025-11-21T00:00:52.163841,TXN1763663452156435,U1100,46632.25,6.9,1,0,amount_deviation:2.0;frequency:1.5;fraud_history:0.0;location_time:2.0;behavior_fit:1.0;merchant_risk:0.1;payment_risk:0.3,Spencer's,COD,Singapore,34748.5
2025-11-21T00:01:01.174369,TXN176366346117188,U1008,43280.75,6.9,1,0,amount_deviation:2.0;frequency:1.5;fraud_history:0.0;location_time:2.0;behavior_fit:1.0;merchant_risk:0.3;payment_risk:0.1,Google Cloud,Familiar Card,London,649745.6
2025-11-21T00:01:08.184956,TXN1763663468181892,U1118,5888.45,6.9,1,0,amount_deviation:2.0;frequency:1.5;fraud_history:0.0;location_time:2.0;behavior_fit:1.0;merchant_risk:0.3;payment_risk:0.1,Google Cloud,Familiar Card,Ahmedabad,278969.2
2025-11-21T00:01:20.207456,TXN1763663480199924,U1011,739.31,6.95,1,0,amount_deviation:2.0;frequency:1.5;fraud_history:0.0;location_time:2.0;behavior_fit:1.0;merchant_risk:0.2;payment_risk:0.25,Max Healthcare,EMI,Kolkata,22038.5
2025-11-21T00:01:39.233937,TXN1763663499229586,U1102,17728.37,7.4,1,1,amount_deviation:2.0;frequency:1.5;fraud_history:0.0;location_time:2.0;behavior_fit:1.0;merchant_risk:0.4;payment_risk:0.5,MakeMyTrip,New Wallet,Pune,876719.9
2025-11-21T00:01:58.264326,TXN1763663518260292,U1056,34610.41,7.3,1,1,amount_deviation:2.0;frequency:1.5;fraud_history:0.0;location_time:2.0;behavior_fit:1.0;merchant_risk:0.3;payment_risk:0.5,Google Cloud,New Wallet,Delhi,1408980.4
2025-11-21T00:02:07.281948,TXN1763663527275676,U1094,23563.8,7.05,1,1,amount_deviation:2.0;frequency:1.5;fraud_history:0.0;location_time:2.0;behavior_fit:1.0;merchant_risk:0.05;payment_risk:0.5,Airtel Payments,New Wallet,Singapore,1301741.4
2025-11-21T00:02:18.302537,TXN1763663538294874,U1045,10021.28,7.15,1,1,amount_deviation:2.0;frequency:1.5;fraud_history:0.0;location_time:2.0;behavior_fit:1.0;merchant_risk:0.15;payment_risk:0.5,Steam,New Wallet,Mumbai,1504561.9
2025-11-21T00:02:30.322459,TXN1763663550318314,U1041,19253.85,7.15,1,1,amount_deviation:2.0;frequency:1.5;fraud_history:0.0;location_time:2.0;behavior_fit:1.0;merchant_risk:0.15;payment_risk:0.5,Steam,New Wallet,Delhi,1408980.4
2025-11-21T00:03:02.375940,TXN1763663582369511,U1097,18502.01,7.2,1,1,amount_deviation:2.0;frequency:1.5;fraud_history:0.0;location_time:2.0;behavior_fit:1.0;merchant_risk:0.2;payment_risk:0.5,Max Healthcare,New Wallet,New York,668426.7
2025-11-21T00:03:06.386010,TXN1763663586382947,U1004,13602.01,7.2,1,1,amount_deviation:2.0;frequency:1.5;fraud_history:0.0;location_time:2.0;behavior_fit:1.0;merchant_risk:0.2;payment_risk:0.5,1mg,New Wallet,Delhi,1408980.4
2025-11-21T00:03:20.414366,TXN1763663600405884,U1004,7901.81,7.1,1,1,amount_deviation:2.0;frequency:1.5;fraud_history:0.0;location_time:2.0;behavior_fit:1.0;merchant_risk:0.1;payment_risk:0.5,Reliance Fresh,New Wallet,Mumbai,863003.6
2025-11-21T00:03:27.422861,TXN1763663607418583,U1044,382.5,7.2,1,1,amount_deviation:2.0;frequency:1.5;fraud_history:0.0;location_time:2.0;behavior_fit:1.0;merchant_risk:0.2;payment_risk:0.5,Apollo Pharmacy,New Wallet,Paris,700468.9
2025-11-21T00:03:30.427820,TXN1763663610423118,U1036,20436.58,7.15,1,1,amount_deviation:2.0;frequency:1.5;fraud_history:0.0;location_time:2.0;behavior_fit:1.0;merchant_risk:0.15;payment_risk:0.5,Prime Video,New Wallet,Paris,41226.7
2025-11-21T00:03:33.435756,TXN176366361342874,U1045,10826.57,7.2,1,1,amount_deviation:2.0;frequency:1.5;fraud_history:0.0;location_time:2.0;behavior_fit:1.0;merchant_risk:0.2;payment_risk:0.5,Swiggy,New Wallet,Chennai,1616750.3
2025-11-21T00:03:44.449353,TXN1763663624445784,U1070,38372.2,7.05,1,1,amount_deviation:2.0;frequency:1.5;fraud_history:0.0;location_time:2.0;behavior_fit:1.0;merchant_risk:0.3;payment_risk:0.25,Slack,EMI,Ahmedabad,291977.0
2025-11-21T00:03:48.454454,TXN1763663628451156,U1089,22680.74,7.2,1,1,amount_deviation:2.0;frequency:1.5;fraud_history:0.0;location_time:2.0;behavior_fit:1.0;merchant_risk:0.2;payment_risk:0.5,Fortis,New Wallet,Singapore,1301741.4
2025-11-21T00:03:49.455788,TXN1763663629451238,U1073,11635.74,7.9,1,1,amount_deviation:2.0;frequency:1.5;fraud_history:0.0;location_time:2.0;behavior_fit:1.0;merchant_risk:0.9;payment_risk:0.5,Louis Vuitton,New Wallet,Ahmedabad,821226.9
2025-11-21T00:03:54.465407,TXN1763663634459553,U1081,92603.7,7.0,0,1,amount_deviation:2.0;frequency:1.5;fraud_history:0.0;location_time:2.0;behavior_fit:1.0;merchant_risk:0.4;payment_risk:0.1,IRCTC,Familiar Card,Bangalore,163407.3
2025-11-21T00:04:15.502981,TXN176366365549721,U1080,25195.7,7.2,1,1,amount_deviation:2.0;frequency:1.5;fraud_history:0.0;location_time:2.0;behavior_fit:1.0;merchant_risk:0.2;payment_risk:0.5,The Fatty Bao,New Wallet,Mumbai,1504561.9
2025-11-21T00:04:27.525934,TXN1763663667518304,U1005,4734.42,7.2,1,1,amount_deviation:2.0;frequency:1.5;fraud_history:0.0;location_time:2.0;behavior_fit:1.0;merchant_risk:0.2;payment_risk:0.5,Fortis,New Wallet,Ahmedabad,821226.9
2025-11-21T00:04:32.533787,TXN1763663672526644,U1065,30280.18,7.9,1,1,amount_deviation:2.0;frequency:1.5;fraud_history:0.0;location_time:2.0;behavior_fit:1.0;merchant_risk:0.9;payment_risk:0.5,Rolex Shop,New Wallet,Bangalore,1604158.0
2025-11-21T00:04:50.570314,TXN1763663690563178,U1008,24485.52,7.05,1,1,amount_deviation:2.0;frequency:1.5;fraud_history:0.0;location_time:2.0;behavior_fit:1.0;merchant_risk:0.05;payment_risk:0.5,Reliance Jio,New Wallet,Ahmedabad,1455712.7
2025-11-21T00:04:54.579195,TXN1763663694570856,U1090,25448.53,7.2,1,1,amount_deviation:2.0;frequency:1.5;fraud_history:0.0;location_time:2.0;behavior_fit:1.0;merchant_risk:0.2;payment_risk:0.5,The Fatty Bao,New Wallet,Bangalore,964218.9
2025-11-21T00:04:56.581104,TXN1763663696573720,U1045,9223.93,7.3,1,1,amount_deviation:2.0;frequency:1.5;fraud_history:0.0;location_time:2.0;behavior_fit:1.0;merchant_risk:0.3;payment_risk:0.5,Github,New Wallet,Bangalore,964218.9
2025-11-21T00:05:19.624796,TXN1763663719616472,U1029,17018.74,7.1,1,1,amount_deviation:2.0;frequency:1.5;fraud_history:0.0;location_time:2.0;behavior_fit:1.0;merchant_risk:0.3;payment_risk:0.3,Canva,COD,Ahmedabad,87788.4
2025-11-21T00:05:20.627062,TXN1763663720619184,U1007,33129.51,7.1,1,1,amount_deviation:2.0;frequency:1.5;fraud_history:0.0;location_time:2.0;behavior_fit:1.0;merchant_risk:0.3;payment_risk:0.3,Google Cloud,COD,Paris,171940.2
2025-11-21T00:05:52.689822,TXN1763663752680152,U1044,1930.01,7.2,1,1,amount_deviation:2.0;frequency:1.5;fraud_history:0.0;location_time:2.0;behavior_fit:1.0;merchant_risk:0.2;payment_risk:0.5,Max Healthcare,New Wallet,New York,478992.8
2025-11-21T00:05:58.697433,TXN1763663758690366,U1081,71446.0,7.2,1,1,amount_deviation:2.0;frequency:1.5;fraud_history:0.0;location_time:2.0;behavior_fit:1.0;merchant_risk:0.2;payment_risk:0.5,Swiggy,New Wallet,Bangalore,12013003.6
